animation_name,length_sec,track_count,correct_hip,correct_xz,animation_type,weapon_attached,wired_connections,storage_domain,verified_for_use,skeleton,pack_or_folder,source_path,in_wiring_table,asset_exists,load_ok,notes,asset_cache_key,controller_status,optimization_priority,default_loop_policy,preload_tier,recommended_action
standing-1h-magic-attack-01,2.3000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global|magic,magic:{attack1+magicAttack} | global:{magicAttack},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/standing-1h-magic-attack-01,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic/standing-1h-magic-attack-01,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
standing-1h-magic-attack-02,2.2000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,magic,magic:{attack2},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/standing-1h-magic-attack-02,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic/standing-1h-magic-attack-02,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
standing-1h-magic-attack-03,2.3000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,magic,magic:{attack3},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/standing-1h-magic-attack-03,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic/standing-1h-magic-attack-03,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
standing-2h-magic,2.7000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global|magic,magic:{skill+magicArea} | global:{magicArea+magicChannel},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/standing-2h-magic,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic/standing-2h-magic,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
charged-pistol,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{chargedShot},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/charged-pistol,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/charged-pistol,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
drawing-gun,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{draw},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/drawing-gun,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/drawing-gun,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
gunplay,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{attack2+skill},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/gunplay,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/gunplay,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
idle,1.3333,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,pistol,pistol:{idle},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
knee-jabs-uppercut,5.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{comboHit1},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/knee-jabs-uppercut,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/knee-jabs-uppercut,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
kneeling-idle,3.8000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,pistol,pistol:{crouchIdle},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/kneeling-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/kneeling-idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
mma-kick,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{mmaKick},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/mma-kick,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/mma-kick,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
pistol-jump,4.9333,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,pistol,pistol:{jumpAir},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/pistol-jump,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/pistol-jump,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
pistol-whip,2.5667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{pistolWhip},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/pistol-whip,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/pistol-whip,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-crouch,1.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{reloadCrouch},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/reload-crouch,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/reload-crouch,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-empty,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{reloadEmpty},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/reload-empty,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/reload-empty,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-standing,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{reload},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/reload-standing,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/reload-standing,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-tactical,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{reloadTactical},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/reload-tactical,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/reload-tactical,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
run-arc-left,0.6000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{runL},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/run-arc-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/run-arc-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
run-arc-right,0.6333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{runR},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/run-arc-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/run-arc-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
run-backward,0.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{runB},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/run-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/run-backward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
run-forward,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{runF},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/run-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/run-forward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
shoot,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{attack1+shoot},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/shoot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/shoot,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
uppercut,1.4333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{uppercut},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/uppercut,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/uppercut,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
walk-arc-left,0.7333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{walkL},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/walk-arc-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/walk-arc-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
walk-arc-right,0.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{walkR},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/walk-arc-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/walk-arc-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
walk-backward,1.0333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{walkB},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/walk-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/walk-backward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
walk-forward,0.8000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{walkF},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/walk-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/pistol/walk-forward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
dodging-back,2.6667,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,unarmed,unarmed:{dodgeB},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/dodging-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/dodging-back,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
fallen,0.7000,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{fallen},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/fallen,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/fallen,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
falling,11.3667,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{fallDown},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/falling,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/falling,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
falling-idle,0.7000,20,pipeline_locked_if_played,pipeline_locked_if_played,idle,global,global:{fallingIdle},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/falling-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/falling-idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
flying-back,3.0333,35,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{flyingBack},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/flying-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/flying-back,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
get-up,2.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{getUp},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/get-up,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/get-up,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
hit-to-head,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{hitHead},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/hit-to-head,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/hit-to-head,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
jogging-stumble,1.1667,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{jogStumble},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/jogging-stumble,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/jogging-stumble,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
knocked-unconscious,4.5667,20,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{knockedOut+knockedUnconscious},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/knocked-unconscious,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/knocked-unconscious,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
knocked-up,3.0000,20,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{knockedUp},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/knocked-up,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/knocked-up,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
knocked-up-and-back,2.6333,20,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{knockedUpBack},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/knocked-up-and-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/knocked-up-and-back,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
parry,0.4000,21,pipeline_locked_if_played,pipeline_locked_if_played,defense,global,global:{parryReact},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/parry,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/parry,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
running-crawl,1.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,global,global:{injuredCrawl},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/running-crawl,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/running-crawl,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
stunned,2.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{stunned},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/stunned,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/stunned,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
wall-crash,2.4667,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{wallCrash},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/wall-crash,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/reactions/wall-crash,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
aim,2.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,ranged,ranged:{aim},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/aim,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/aim,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
death-from-front-headshot,2.8333,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,pistol|ranged,ranged:{death} | pistol:{death},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/death-from-front-headshot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/death-from-front-headshot,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
idle,2.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,ranged,ranged:{idle},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
idle-crouching,2.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,ranged,ranged:{skill+crouchIdle},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/idle-crouching,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/idle-crouching,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
jump-backward,0.9000,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,ranged,ranged:{dodgeB},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/jump-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/jump-backward,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
recoil,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,ranged,ranged:{attack2},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/recoil,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/recoil,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-crouch,1.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,ranged,ranged:{reloadCrouch},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/reload-crouch,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/reload-crouch,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-empty,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,ranged,ranged:{reloadEmpty},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/reload-empty,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/reload-empty,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-standing,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,ranged,ranged:{reload},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/reload-standing,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/reload-standing,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-tactical,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,ranged,ranged:{reloadTactical},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/reload-tactical,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/reload-tactical,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
run-backward,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,ranged,ranged:{walkB+runB},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/run-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/run-backward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
run-forward,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,ranged,ranged:{walkF+runF},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/run-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/run-forward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
run-left,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,ranged,ranged:{walkL+runL},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/run-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/run-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
run-right,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,ranged,ranged:{walkR+runR},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/run-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/run-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
shoot,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,ranged,ranged:{attack1+shoot},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/shoot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/shoot,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
start-run,1.7333,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,ranged,ranged:{dash},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/start-run,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/start-run,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
turn-90-left,1.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol|ranged,ranged:{turnL} | pistol:{turnL},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/turn-90-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/turn-90-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
turn-90-right,1.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol|ranged,ranged:{turnR} | pistol:{turnR},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/turn-90-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/rifle/turn-90-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
aim,2.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,shotgun,shotgun:{aim},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/aim,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/aim,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
death-from-front-headshot,2.8333,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,shotgun,shotgun:{death},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/death-from-front-headshot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/death-from-front-headshot,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
hip-fire,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,shotgun,shotgun:{attack1+hipFire},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/hip-fire,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/hip-fire,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
idle,2.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,shotgun,shotgun:{idle},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
idle-crouching,2.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,shotgun,shotgun:{skill+crouchIdle},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/idle-crouching,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/idle-crouching,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
jump-backward,0.9000,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,shotgun,shotgun:{dodgeB},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/jump-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/jump-backward,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
pump,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,shotgun,shotgun:{pump},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/pump,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/pump,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-crouch,1.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,shotgun,shotgun:{reloadCrouch},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/reload-crouch,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/reload-crouch,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-empty,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,shotgun,shotgun:{reloadEmpty},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/reload-empty,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/reload-empty,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-standing,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,shotgun,shotgun:{reload},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/reload-standing,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/reload-standing,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
reload-tactical,2.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,shotgun,shotgun:{reloadTactical},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/reload-tactical,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/reload-tactical,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
run-backward,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{walkB+runB},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/run-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/shotgun/run-backward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
